nama,ips-now,ips-next
Taruna-8974,3.77,3.76
Taruna-8975,3.71,3.81
Taruna-8976,3.78,3.84
Taruna-8977,3.97,3.83
Taruna-8978,3.33,3.59
Taruna-8979,3.75,3.61
Taruna-8980,3.91,3.51
Taruna-8981,3.5,3.63
Taruna-8982,3.63,3.59
Taruna-8983,3.76,3.86
Taruna-8984,3.54,3.82
Taruna-8985,3.25,3.83
Taruna-8986,3.27,3.96
Taruna-8987,3.55,3.85
Taruna-8988,3.29,3.65
Taruna-8989,3.44,3.94
Taruna-8990,3.59,3.87
Taruna-8991,3.99,3.76
Taruna-8992,3.82,3.66
Taruna-8993,3.83,3.56
Taruna-8994,3.99,3.98
Taruna-8995,3.91,3.55
Taruna-8996,3.33,3.82
Taruna-8997,3.4,3.9
Taruna-8998,3.62,3.88
Taruna-8999,3.96,3.55
Taruna-9000,3.33,3.76
Taruna-9001,3.39,3.96
Taruna-9002,3.29,3.9
Taruna-9003,3.39,3.57
Taruna-9004,3.49,3.83
Taruna-9005,3.34,3.69
Taruna-9006,3.32,3.7
Taruna-9007,3.64,3.64
Taruna-9008,3.62,3.54
Taruna-9009,3.77,3.57
Taruna-9010,3.7,3.95
Taruna-9011,3.3,3.76
Taruna-9012,3.97,3.64
Taruna-9013,3.76,3.85
Taruna-9014,3.59,3.97
Taruna-9015,3.71,3.67
Taruna-9016,3.57,3.73
Taruna-9017,3.95,3.71
Taruna-9018,3.32,3.91
Taruna-9019,3.7,3.94
Taruna-9020,3.74,3.71
Taruna-9021,3.64,3.51
Taruna-9022,3.26,3.99
Taruna-9023,3.72,3.96
Taruna-9024,3.77,3.51
Taruna-9025,3.78,3.57
Taruna-9026,3.65,3.86
Taruna-9027,3.28,3.55
Taruna-9028,3.4,3.66
Taruna-9029,3.55,3.76
Taruna-9030,3.82,3.97
Taruna-9031,3.94,3.69
Taruna-9032,3.79,3.57
Taruna-9033,3.64,3.72
Taruna-9034,3.89,3.64
Taruna-9035,3.32,3.51
Taruna-9036,3.2,3.73
Taruna-9037,3.97,3.53
Taruna-9038,3.94,3.73
Taruna-9039,3.98,3.93
Taruna-9040,3.26,3.62
Taruna-9041,3.33,3.57
Taruna-9042,3.57,3.76
Taruna-9043,3.39,3.63
Taruna-9044,3.37,3.73
Taruna-9045,3.52,3.7
Taruna-9046,3.94,3.7
Taruna-9047,3.55,3.97
Taruna-9048,3.51,3.74
Taruna-9049,3.24,3.85
Taruna-9050,3.62,3.65
Taruna-9051,3.76,3.89
Taruna-9052,3.56,3.97
Taruna-9053,3.92,3.81
Taruna-9054,3.23,3.81
Taruna-9055,3.83,3.53
Taruna-9056,3.53,3.52
Taruna-9057,3.94,3.64
Taruna-9058,3.4,3.55
Taruna-9059,3.57,3.52
Taruna-9060,3.31,3.56
Taruna-9061,3.89,3.77
Taruna-9062,3.51,3.78
Taruna-9063,3.58,3.94
Taruna-9064,3.89,3.91
Taruna-9065,3.4,3.95
Taruna-9066,3.96,3.71
Taruna-9067,3.94,3.8
Taruna-9068,3.59,3.87
Taruna-9069,3.29,3.76
Taruna-9070,3.95,3.95
Taruna-9071,3.78,3.55
Taruna-9072,3.45,3.77
Taruna-9073,3.38,3.88
Taruna-9074,3.57,3.98
Taruna-9075,3.33,3.73
Taruna-9076,3.37,3.8
Taruna-9077,3.33,3.75
Taruna-9078,3.84,3.7
Taruna-9079,3.84,3.82
Taruna-9080,3.32,3.88
Taruna-9081,3.32,3.74
Taruna-9082,3.84,3.92
Taruna-9083,3.28,3.76
Taruna-9084,3.53,3.73
Taruna-9085,3.67,3.66
Taruna-9086,3.44,3.9
Taruna-9087,3.71,3.8
Taruna-9088,3.49,3.85
Taruna-9089,3.81,3.76
Taruna-9090,3.75,3.52
Taruna-9091,3.45,3.7
Taruna-9092,3.35,3.53
Taruna-9093,3.52,3.82
Taruna-9094,3.38,3.92
Taruna-9095,3.88,3.83
Taruna-9096,3.4,3.77
Taruna-9097,3.43,3.56
Taruna-9098,3.9,3.83
Taruna-9099,3.7,3.74
Taruna-9100,3.68,3.88
Taruna-9101,3.52,3.52
Taruna-9102,3.93,3.68
Taruna-9103,3.32,3.78
Taruna-9104,3.27,3.54
Taruna-9105,3.39,3.94
Taruna-9106,3.68,3.74
Taruna-9107,3.75,3.51
Taruna-9108,3.46,3.71
Taruna-9109,3.41,3.74
Taruna-9110,3.38,3.75
Taruna-9111,3.37,3.87
Taruna-9112,3.54,3.81
Taruna-9113,3.38,3.75
Taruna-9114,3.64,3.7
Taruna-9115,3.65,3.63
Taruna-9116,3.97,3.92
Taruna-9117,3.2,3.68
Taruna-9118,3.33,3.58
Taruna-9119,3.96,3.58
Taruna-9120,3.29,3.75
Taruna-9121,3.33,3.96
Taruna-9122,3.27,3.69
Taruna-9123,3.3,3.93
Taruna-9124,3.54,3.61
Taruna-9125,3.49,3.89
Taruna-9126,3.39,3.54
Taruna-9127,3.65,3.71
Taruna-9128,3.61,3.78
Taruna-9129,3.56,3.96
Taruna-9130,3.42,3.83
Taruna-9131,3.78,3.94
Taruna-9132,3.29,3.75
Taruna-9133,3.84,3.52
Taruna-9134,3.72,3.93
Taruna-9135,3.4,3.57
Taruna-9136,3.3,3.71
Taruna-9137,3.39,3.64
Taruna-9138,3.51,3.83
Taruna-9139,3.23,3.86
Taruna-9140,3.85,3.92
Taruna-9141,3.93,3.7
Taruna-9142,3.8,3.9
Taruna-9143,3.64,3.79
Taruna-9144,3.72,3.59
Taruna-9145,3.86,3.77
Taruna-9146,3.51,3.6
Taruna-9147,3.81,3.6
Taruna-9148,3.45,3.87
Taruna-9149,3.81,3.7
Taruna-9150,3.27,3.79
Taruna-9151,3.24,3.66
Taruna-9152,3.7,3.84
Taruna-9153,3.46,3.8
Taruna-9154,3.48,3.63
Taruna-9155,3.59,3.91
Taruna-9156,3.27,3.65
Taruna-9157,3.68,3.72
Taruna-9158,3.22,3.83
Taruna-9159,3.6,3.75
Taruna-9160,3.63,3.56
Taruna-9161,3.48,3.6
Taruna-9162,4.0,3.54
Taruna-9163,3.91,3.61
Taruna-9164,3.9,3.91
Taruna-9165,3.8,3.61
Taruna-9166,3.42,3.78
Taruna-9167,3.98,3.81
Taruna-9168,3.45,3.64
Taruna-9169,3.57,3.7
Taruna-9170,3.32,3.73
Taruna-9171,3.47,3.75
Taruna-9172,3.66,3.81
Taruna-9173,3.39,3.95
Taruna-9174,3.2,3.82
Taruna-9175,3.96,3.89
Taruna-9176,3.78,3.65
Taruna-9177,3.93,3.85
Taruna-9178,3.41,3.72
Taruna-9179,3.88,3.73
Taruna-9180,3.38,3.57
Taruna-9181,3.41,3.8
Taruna-9182,3.86,3.78
Taruna-9183,3.33,3.65
Taruna-9184,3.31,3.96
Taruna-9185,3.85,3.64
Taruna-9186,3.7,3.72
Taruna-9187,3.42,3.85
Taruna-9188,3.35,3.59
Taruna-9189,3.49,3.76
Taruna-9190,3.77,3.95
Taruna-9191,3.72,3.51
Taruna-9192,3.83,3.66
Taruna-9193,3.59,3.74
Taruna-9194,3.86,3.76
Taruna-9195,3.39,3.75
Taruna-9196,3.28,3.89
Taruna-9197,3.47,3.83
Taruna-9198,3.52,3.88
Taruna-9199,3.42,3.9
Taruna-9200,3.38,3.89
Taruna-9201,3.94,3.96
Taruna-9202,3.86,3.87
Taruna-9203,3.33,3.53
Taruna-9204,3.95,3.79
Taruna-9205,3.66,3.75
Taruna-9206,3.24,3.84
Taruna-9207,3.61,3.88
Taruna-9208,3.73,3.97
Taruna-9209,3.22,3.69
Taruna-9210,3.43,3.88
Taruna-9211,3.78,3.58
Taruna-9212,3.58,3.58
Taruna-9213,3.84,3.72
Taruna-9214,3.55,3.66
Taruna-9215,3.67,3.88
Taruna-9216,3.41,3.69
Taruna-9217,3.97,3.79
Taruna-9218,3.4,3.74
Taruna-9219,3.59,3.91
Taruna-9220,3.52,3.9
Taruna-9221,3.86,3.65
Taruna-9222,3.64,3.69
Taruna-9223,3.52,3.69
Taruna-9224,3.42,3.64
Taruna-9225,3.37,3.89
Taruna-9226,3.46,3.97
Taruna-9227,3.32,3.55
Taruna-9228,3.56,3.96
Taruna-9229,3.69,3.74
Taruna-9230,3.95,3.69
Taruna-9231,3.55,3.52
Taruna-9232,3.72,3.74
Taruna-9233,3.98,3.9
Taruna-9234,3.5,3.68
Taruna-9235,3.27,3.92
Taruna-9236,3.66,3.54
Taruna-9237,3.26,3.84
Taruna-9238,3.4,3.64
Taruna-9239,3.47,3.67
Taruna-9240,3.43,3.52
Taruna-9241,3.77,3.51
Taruna-9242,3.34,3.69
Taruna-9243,3.9,3.58
Taruna-9244,3.68,3.76
Taruna-9245,3.34,3.83
Taruna-9246,3.58,3.65
Taruna-9247,3.82,3.99
Taruna-9248,3.26,3.57
Taruna-9249,3.74,4.0
Taruna-9250,3.72,3.84
Taruna-9251,3.7,3.54
Taruna-9252,3.87,3.68
Taruna-9253,3.8,3.52
Taruna-9254,3.59,3.8
Taruna-9255,3.3,3.56
Taruna-9256,3.41,3.96
Taruna-9257,3.34,3.65
Taruna-9258,3.41,3.5
Taruna-9259,3.41,3.95
Taruna-9260,3.4,3.84
Taruna-9261,3.65,3.69
Taruna-9262,3.62,3.74
Taruna-9263,3.96,3.7
Taruna-9264,3.34,3.76
Taruna-9265,3.74,3.6
Taruna-9266,3.77,3.69
Taruna-9267,3.4,3.98
Taruna-9268,3.56,3.9
Taruna-9269,3.43,3.74
Taruna-9270,3.86,3.83
Taruna-9271,3.27,3.51
Taruna-9272,3.35,3.53
Taruna-9273,3.93,3.5
Taruna-9274,3.7,3.64
Taruna-9275,3.98,3.55
Taruna-9276,3.78,3.94
Taruna-9277,3.24,3.52
Taruna-9278,3.33,3.85
Taruna-9279,3.99,3.64
Taruna-9280,3.69,3.96
Taruna-9281,3.56,3.61
Taruna-9282,3.68,3.89
Taruna-9283,3.43,3.51
Taruna-9284,3.96,3.6
Taruna-9285,3.48,3.57
Taruna-9286,3.87,3.52
Taruna-9287,3.88,3.93
Taruna-9288,3.31,3.76
Taruna-9289,3.49,3.82
Taruna-9290,3.6,3.71
Taruna-9291,3.37,3.59
Taruna-9292,3.8,3.66
Taruna-9293,3.89,3.8
Taruna-9294,3.91,3.9
Taruna-9295,3.53,3.64
Taruna-9296,3.26,3.63
Taruna-9297,3.74,3.9
Taruna-9298,3.94,3.77
Taruna-9299,3.79,3.72
Taruna-9300,3.48,3.54
Taruna-9301,3.97,3.75
Taruna-9302,3.81,3.55
Taruna-9303,3.55,3.53
Taruna-9304,3.59,3.88
Taruna-9305,3.48,3.88
Taruna-9306,3.3,3.73
Taruna-9307,3.39,3.93
Taruna-9308,3.78,3.9
Taruna-9309,3.7,3.66
Taruna-9310,3.66,3.81
Taruna-9311,3.38,3.65
Taruna-9312,3.75,3.61
Taruna-9313,3.79,3.86
Taruna-9314,3.44,3.71
Taruna-9315,3.26,3.55
Taruna-9316,3.86,3.61
Taruna-9317,3.61,3.92
Taruna-9318,3.58,3.85
Taruna-9319,3.23,3.99
Taruna-9320,3.43,3.61
Taruna-9321,3.42,3.53
Taruna-9322,3.44,3.79
Taruna-9323,3.56,3.53
Taruna-9324,3.91,3.63
Taruna-9325,3.52,3.73
Taruna-9326,3.75,3.95
Taruna-9327,3.72,3.85
Taruna-9328,3.66,3.7
Taruna-9329,3.77,3.69
Taruna-9330,3.6,3.57
Taruna-9331,3.21,3.61
Taruna-9332,3.94,3.56
Taruna-9333,3.7,3.53
Taruna-9334,3.53,3.78
Taruna-9335,3.41,3.78
Taruna-9336,3.49,3.78
Taruna-9337,3.82,3.5
Taruna-9338,3.26,3.87
Taruna-9339,4.0,3.53
Taruna-9340,3.36,3.98
Taruna-9341,3.66,3.96
Taruna-9342,3.51,3.71
Taruna-9343,3.29,3.81
Taruna-9344,3.9,3.67
Taruna-9345,3.65,3.74
Taruna-9346,3.72,3.87
Taruna-9347,3.54,3.71
Taruna-9348,3.28,3.55
Taruna-9349,3.8,3.96
Taruna-9350,3.31,3.75
Taruna-9351,3.48,3.76
Taruna-9352,3.58,3.73
Taruna-9353,3.3,3.54
Taruna-9354,3.78,3.51
Taruna-9355,3.82,4.0
Taruna-9356,3.41,3.81
Taruna-9357,3.95,3.74
Taruna-9358,3.41,3.98
Taruna-9359,3.47,3.87
Taruna-9360,3.33,3.78
Taruna-9361,3.3,3.81
Taruna-9362,3.32,3.79
Taruna-9363,3.22,3.8
Taruna-9364,3.5,3.85
Taruna-9365,3.22,3.86
Taruna-9366,3.34,3.57
Taruna-9367,3.72,3.61
Taruna-9368,3.54,3.74
Taruna-9369,3.21,3.87
Taruna-9370,3.6,3.96
Taruna-9371,3.54,3.6
Taruna-9372,3.71,3.73
Taruna-9373,3.8,3.57
Taruna-9374,3.79,3.64
Taruna-9375,3.57,3.98
Taruna-9376,3.69,3.79
Taruna-9377,3.6,3.56
Taruna-9378,3.72,3.88
Taruna-9379,3.89,3.62
Taruna-9380,3.92,3.77
Taruna-9381,3.48,3.8
Taruna-9382,3.7,3.66
Taruna-9383,3.32,3.85
Taruna-9384,3.8,3.64
Taruna-9385,3.75,3.84
Taruna-9386,3.65,3.78
Taruna-9387,3.23,3.85
Taruna-9388,3.34,3.93
Taruna-9389,3.86,3.57
Taruna-9390,3.71,3.95
Taruna-9391,3.8,3.69
Taruna-9392,3.66,3.82
Taruna-9393,3.22,3.68
Taruna-9394,3.34,3.51
Taruna-9395,3.24,3.68
Taruna-9396,3.87,3.55
Taruna-9397,3.82,3.5
Taruna-9398,3.67,3.75
Taruna-9399,3.78,3.89
Taruna-9400,3.82,3.62
Taruna-9401,3.83,3.91
Taruna-9402,3.75,3.67
Taruna-9403,3.37,3.76
Taruna-9404,3.32,3.82
Taruna-9405,3.59,3.92
Taruna-9406,3.59,4.0
Taruna-9407,3.72,3.81
Taruna-9408,3.47,3.54
Taruna-9409,3.77,3.96
Taruna-9410,3.53,3.69
Taruna-9411,3.97,3.56
Taruna-9412,3.97,4.0
Taruna-9413,3.3,3.59
Taruna-9414,3.56,3.92
Taruna-9415,3.83,3.83
Taruna-9416,3.45,3.7
Taruna-9417,3.89,3.56
Taruna-9418,3.83,3.59
Taruna-9419,3.92,3.88
Taruna-9420,3.97,3.98
Taruna-9421,3.34,3.81
Taruna-9422,4.0,3.66
Taruna-9423,3.72,3.7
Taruna-9424,3.49,3.84
Taruna-9425,3.77,3.91
Taruna-9426,3.65,3.56
Taruna-9427,3.39,4.0
Taruna-9428,3.78,3.99
Taruna-9429,3.63,3.76
Taruna-9430,3.43,3.94
Taruna-9431,3.37,3.65
Taruna-9432,3.89,3.77
Taruna-9433,3.38,3.87
Taruna-9434,3.32,3.57
Taruna-9435,3.41,3.74
Taruna-9436,3.92,3.66
Taruna-9437,3.79,3.6
Taruna-9438,3.36,3.84
Taruna-9439,3.24,3.55
Taruna-9440,3.58,3.77
Taruna-9441,3.84,3.57
Taruna-9442,3.31,3.74
Taruna-9443,3.24,3.63
Taruna-9444,3.36,3.99
Taruna-9445,3.35,3.88
Taruna-9446,3.73,3.59
Taruna-9447,3.21,3.57
Taruna-9448,3.42,3.58
Taruna-9449,3.99,3.83
Taruna-9450,3.34,3.83
Taruna-9451,3.45,3.7
Taruna-9452,3.29,3.64
Taruna-9453,3.71,3.73
Taruna-9454,3.81,3.79
Taruna-9455,3.6,3.57
Taruna-9456,3.93,3.71
Taruna-9457,3.68,3.79
Taruna-9458,3.82,3.78
Taruna-9459,3.98,3.82
Taruna-9460,3.86,3.55
Taruna-9461,3.6,3.55
Taruna-9462,3.85,3.97
Taruna-9463,3.26,3.58
Taruna-9464,3.44,3.86
Taruna-9465,3.69,3.56
Taruna-9466,3.83,3.61
Taruna-9467,3.45,3.58
Taruna-9468,3.74,3.94
Taruna-9469,3.6,3.86
Taruna-9470,3.76,3.93
Taruna-9471,3.36,3.92
Taruna-9472,3.74,3.72
Taruna-9473,3.76,3.65
Taruna-9474,3.98,3.94
Taruna-9475,4.0,3.86
Taruna-9476,3.24,3.92
Taruna-9477,3.71,3.62
Taruna-9478,3.5,3.98
Taruna-9479,3.71,3.82
Taruna-9480,3.88,3.78
Taruna-9481,3.73,3.91
Taruna-9482,3.24,3.82
Taruna-9483,3.89,3.9
Taruna-9484,3.57,3.77
Taruna-9485,3.24,3.83
Taruna-9486,3.79,3.67
Taruna-9487,3.95,3.87
Taruna-9488,3.79,3.76
Taruna-9489,3.97,3.73
Taruna-9490,3.56,3.93
Taruna-9491,3.95,3.51
Taruna-9492,3.99,3.5
Taruna-9493,3.23,3.84
Taruna-9494,3.88,3.65
Taruna-9495,3.53,3.54
Taruna-9496,3.46,3.58
Taruna-9497,3.95,3.96
Taruna-9498,3.56,3.73
Taruna-9499,3.49,3.8
Taruna-9500,3.92,3.65
Taruna-9501,3.54,3.93
Taruna-9502,3.82,3.56
Taruna-9503,3.61,3.54
Taruna-9504,3.92,3.89
Taruna-9505,3.94,3.78
Taruna-9506,3.63,3.55
Taruna-9507,3.51,3.55
Taruna-9508,3.7,3.64
Taruna-9509,3.25,3.64
Taruna-9510,3.75,3.7
Taruna-9511,3.38,3.95
Taruna-9512,3.7,3.63
Taruna-9513,3.88,3.58
Taruna-9514,3.25,3.67
Taruna-9515,3.37,3.82
Taruna-9516,3.45,3.83
Taruna-9517,3.34,3.69
Taruna-9518,3.69,3.83
Taruna-9519,3.89,3.91
Taruna-9520,3.58,3.88
Taruna-9521,3.78,3.54
Taruna-9522,3.98,3.91
Taruna-9523,3.58,3.82
Taruna-9524,3.56,3.97
Taruna-9525,3.35,3.54
Taruna-9526,3.69,3.81
Taruna-9527,3.22,3.53
Taruna-9528,3.96,3.74
Taruna-9529,3.57,3.85
Taruna-9530,3.54,3.81
Taruna-9531,3.91,3.7
Taruna-9532,3.89,3.55
Taruna-9533,3.53,3.76
Taruna-9534,3.66,3.6
Taruna-9535,3.64,3.74
Taruna-9536,3.91,3.63
Taruna-9537,3.92,3.86
Taruna-9538,3.28,3.68
Taruna-9539,3.65,3.97
Taruna-9540,3.73,3.79
Taruna-9541,3.21,3.9
Taruna-9542,3.88,3.72
Taruna-9543,3.25,3.63
Taruna-9544,3.48,3.51
Taruna-9545,3.74,3.57
Taruna-9546,3.82,3.73
Taruna-9547,3.61,3.79
Taruna-9548,3.87,3.84
Taruna-9549,3.55,3.52
Taruna-9550,3.94,3.78
Taruna-9551,3.37,3.63
Taruna-9552,3.82,3.65
Taruna-9553,3.65,3.95
Taruna-9554,3.45,3.72
Taruna-9555,3.55,3.92
Taruna-9556,3.96,3.87
Taruna-9557,3.98,3.59
Taruna-9558,3.79,3.51
Taruna-9559,3.54,3.53
Taruna-9560,3.26,3.89
Taruna-9561,3.61,3.92
Taruna-9562,3.78,3.52
Taruna-9563,3.55,3.51
Taruna-9564,3.79,3.64
Taruna-9565,3.93,3.68
Taruna-9566,3.75,3.9
Taruna-9567,3.97,3.97
Taruna-9568,3.86,3.64
Taruna-9569,3.48,3.6
Taruna-9570,3.6,3.88
Taruna-9571,3.57,3.57
Taruna-9572,3.75,3.78
Taruna-9573,3.94,3.73
Taruna-9574,3.73,3.77
Taruna-9575,3.25,3.55
Taruna-9576,3.37,3.56
Taruna-9577,3.79,3.74
Taruna-9578,3.95,3.66
Taruna-9579,3.51,3.79
Taruna-9580,3.33,3.96
Taruna-9581,3.28,3.73
Taruna-9582,3.51,3.97
Taruna-9583,3.34,3.96
Taruna-9584,3.69,3.72
Taruna-9585,3.63,3.71
Taruna-9586,3.63,3.57
Taruna-9587,3.33,3.87
Taruna-9588,3.97,3.63
Taruna-9589,3.87,3.87
Taruna-9590,3.89,3.59
Taruna-9591,3.27,3.58
Taruna-9592,3.69,3.88
Taruna-9593,3.89,3.91
Taruna-9594,3.65,3.76
Taruna-9595,3.23,3.9
Taruna-9596,3.43,3.71
Taruna-9597,3.63,3.6
Taruna-9598,3.26,3.77
Taruna-9599,3.87,3.95
Taruna-9600,3.99,3.94
Taruna-9601,3.58,3.62
Taruna-9602,3.9,3.73
Taruna-9603,3.9,3.73
Taruna-9604,3.88,3.99
Taruna-9605,3.5,3.53
Taruna-9606,3.47,3.63
Taruna-9607,3.39,3.75
Taruna-9608,3.26,3.79
Taruna-9609,3.88,3.92
Taruna-9610,3.55,3.79
Taruna-9611,3.95,3.51
Taruna-9612,3.38,3.57
Taruna-9613,3.45,3.54
Taruna-9614,3.85,3.59
Taruna-9615,3.37,3.65
Taruna-9616,3.64,3.85
Taruna-9617,3.3,3.73
Taruna-9618,3.61,3.74
Taruna-9619,3.54,3.77
Taruna-9620,3.33,3.73
Taruna-9621,3.63,3.66
Taruna-9622,3.86,3.79
Taruna-9623,3.98,3.82
Taruna-9624,3.93,3.76
Taruna-9625,3.85,3.84
Taruna-9626,3.95,3.65
Taruna-9627,3.97,3.92
Taruna-9628,3.37,3.94
Taruna-9629,3.77,3.9
Taruna-9630,3.66,3.8
Taruna-9631,3.64,3.88
Taruna-9632,3.7,3.51
Taruna-9633,3.24,3.74
Taruna-9634,3.22,3.97
Taruna-9635,3.44,3.82
Taruna-9636,3.82,3.98
Taruna-9637,3.6,3.82
Taruna-9638,3.78,4.0
Taruna-9639,3.85,3.53
Taruna-9640,3.87,3.58
Taruna-9641,3.58,3.81
Taruna-9642,3.85,3.51
Taruna-9643,3.64,3.96
Taruna-9644,3.34,3.55
Taruna-9645,3.55,3.54
Taruna-9646,3.41,3.91
Taruna-9647,3.88,3.84
Taruna-9648,3.45,3.78
Taruna-9649,3.67,3.95
Taruna-9650,3.77,3.91
Taruna-9651,3.64,3.53
Taruna-9652,3.49,3.54
Taruna-9653,3.33,3.88
Taruna-9654,3.38,3.52
Taruna-9655,3.97,3.99
Taruna-9656,3.32,3.54
Taruna-9657,3.73,3.81
Taruna-9658,3.89,3.73
Taruna-9659,3.62,3.83
Taruna-9660,3.84,3.65
Taruna-9661,3.71,3.65
Taruna-9662,3.79,3.67
Taruna-9663,3.33,3.82
Taruna-9664,3.53,3.84
Taruna-9665,3.87,3.77
Taruna-9666,3.21,3.7
Taruna-9667,3.25,3.79
Taruna-9668,3.38,3.84
Taruna-9669,3.45,3.77
Taruna-9670,3.93,3.97
Taruna-9671,3.76,3.62
Taruna-9672,3.3,3.71
Taruna-9673,3.9,3.66
Taruna-9674,3.75,3.91
Taruna-9675,3.37,3.9
Taruna-9676,3.68,3.77
Taruna-9677,3.63,3.53
Taruna-9678,3.51,3.81
Taruna-9679,3.43,3.85
Taruna-9680,3.27,3.76
Taruna-9681,3.38,3.81
Taruna-9682,3.72,3.55
Taruna-9683,3.55,3.57
Taruna-9684,3.84,3.57
Taruna-9685,3.22,3.64
Taruna-9686,3.8,3.9
Taruna-9687,3.76,3.65
Taruna-9688,3.21,3.75
Taruna-9689,3.8,3.77
Taruna-9690,3.37,3.93
Taruna-9691,3.71,3.84
Taruna-9692,3.82,3.79
Taruna-9693,3.87,3.82
Taruna-9694,3.44,3.69
Taruna-9695,3.67,3.65
Taruna-9696,3.92,3.56
Taruna-9697,3.46,3.93
Taruna-9698,3.64,3.83
Taruna-9699,3.46,3.69
Taruna-9700,3.75,3.75
Taruna-9701,3.97,3.66
Taruna-9702,3.74,3.9
Taruna-9703,3.4,3.77
Taruna-9704,3.81,3.73
Taruna-9705,3.64,3.68
Taruna-9706,3.21,3.56
Taruna-9707,3.33,3.78
Taruna-9708,3.63,3.8
Taruna-9709,3.35,3.94
Taruna-9710,3.86,3.65
Taruna-9711,3.28,3.55
Taruna-9712,3.72,3.69
Taruna-9713,3.32,3.92
Taruna-9714,3.84,3.59
Taruna-9715,3.69,3.97
Taruna-9716,3.42,3.83
Taruna-9717,3.52,3.73
Taruna-9718,3.94,3.63
Taruna-9719,3.66,3.89
Taruna-9720,3.92,3.86
Taruna-9721,3.86,3.55
Taruna-9722,3.35,3.68
Taruna-9723,3.58,3.59
Taruna-9724,3.33,3.54
Taruna-9725,3.62,3.54
Taruna-9726,3.99,3.89
Taruna-9727,3.57,3.6
Taruna-9728,3.81,3.85
Taruna-9729,3.65,4.0
Taruna-9730,3.83,3.75
Taruna-9731,3.69,3.95
Taruna-9732,3.7,3.96
Taruna-9733,3.88,4.0
Taruna-9734,3.23,3.89
Taruna-9735,3.67,3.78
Taruna-9736,3.73,3.7
Taruna-9737,3.91,3.68
Taruna-9738,3.47,3.73
Taruna-9739,3.31,3.82
Taruna-9740,3.74,3.94
Taruna-9741,3.72,3.58
Taruna-9742,3.98,3.81
Taruna-9743,3.97,3.81
Taruna-9744,3.41,3.53
Taruna-9745,3.91,3.72
Taruna-9746,3.61,3.56
Taruna-9747,3.55,3.99
Taruna-9748,3.48,3.76
Taruna-9749,3.39,3.92
Taruna-9750,3.79,3.55
Taruna-9751,3.68,3.8
Taruna-9752,3.37,3.5
Taruna-9753,3.84,3.81
Taruna-9754,3.65,3.84
Taruna-9755,3.44,3.79
Taruna-9756,3.65,3.77
Taruna-9757,3.34,3.85
Taruna-9758,3.29,3.84
Taruna-9759,3.57,3.92
Taruna-9760,3.55,3.69
Taruna-9761,3.38,3.75
Taruna-9762,3.95,3.68
Taruna-9763,3.67,3.81
Taruna-9764,3.87,3.87
Taruna-9765,3.69,3.98
Taruna-9766,3.39,3.6
Taruna-9767,3.32,3.82
Taruna-9768,3.21,3.87
Taruna-9769,3.32,3.58
Taruna-9770,3.53,3.73
Taruna-9771,3.35,3.97
Taruna-9772,3.98,3.55
Taruna-9773,3.96,3.79
Taruna-9774,3.22,3.64
Taruna-9775,3.3,3.99
Taruna-9776,3.27,3.93
Taruna-9777,3.31,3.7
Taruna-9778,3.38,3.64
Taruna-9779,3.47,3.89
Taruna-9780,3.87,3.93
Taruna-9781,3.47,3.5
Taruna-9782,3.53,3.6
Taruna-9783,3.97,3.52
Taruna-9784,3.69,3.67
Taruna-9785,3.6,3.95
Taruna-9786,3.85,3.92
Taruna-9787,3.97,3.83
Taruna-9788,3.23,3.73
Taruna-9789,3.68,3.64
Taruna-9790,3.43,3.62
Taruna-9791,3.3,3.65
Taruna-9792,3.49,3.77
Taruna-9793,3.27,3.92
Taruna-9794,3.62,3.54
Taruna-9795,3.32,3.54
Taruna-9796,3.76,3.52
Taruna-9797,3.49,3.98
Taruna-9798,3.33,3.85
Taruna-9799,3.82,3.62
Taruna-9800,3.35,3.95
Taruna-9801,3.64,3.61
Taruna-9802,3.67,3.98
Taruna-9803,3.8,3.68
Taruna-9804,3.94,3.6
Taruna-9805,3.35,3.83
Taruna-9806,3.65,3.77
Taruna-9807,3.63,3.9
Taruna-9808,3.21,3.6
Taruna-9809,3.68,3.99
Taruna-9810,3.62,3.55
Taruna-9811,3.34,3.89
Taruna-9812,3.49,3.58
Taruna-9813,3.5,3.54
Taruna-9814,3.76,3.58
Taruna-9815,3.98,3.95
Taruna-9816,3.32,3.58
Taruna-9817,3.75,3.97
Taruna-9818,3.92,3.8
Taruna-9819,3.85,3.62
Taruna-9820,3.76,3.64
Taruna-9821,3.94,3.62
Taruna-9822,3.71,3.53
Taruna-9823,3.31,3.78
Taruna-9824,3.34,3.95
Taruna-9825,3.2,3.76
Taruna-9826,3.36,3.99
Taruna-9827,3.59,3.72
Taruna-9828,3.25,3.75
Taruna-9829,3.63,3.68
Taruna-9830,3.6,3.81
Taruna-9831,3.68,3.88
Taruna-9832,3.53,3.89
Taruna-9833,3.43,3.94
Taruna-9834,3.76,3.92
Taruna-9835,3.27,3.65
Taruna-9836,3.61,3.57
Taruna-9837,3.42,3.84
Taruna-9838,3.58,3.89
Taruna-9839,3.85,3.58
Taruna-9840,3.61,3.94
Taruna-9841,3.42,3.76
Taruna-9842,3.77,3.97
Taruna-9843,3.22,3.57
Taruna-9844,3.35,3.53
Taruna-9845,3.61,3.84
Taruna-9846,3.61,3.85
Taruna-9847,3.86,3.55
